isMonday,isTuesday,isWednesday,isThursday,isFriday,Date,High,Low,Close,Volume
1,0,0,0,0,09/03/2020,3.38,3.3,3.33,42192000
1,0,0,0,0,09/02/2020,3.33,3.21,3.31,42151000
1,0,0,0,0,09/01/2020,3.41,3.32,3.33,42135000
1,0,0,0,0,08/28/2020,3.43,3.34,3.35,41910000
1,0,0,0,0,08/27/2020,3.39,3.24,3.39,41836898
1,0,0,0,0,08/26/2020,3.4,3.26,3.29,41784000
1,0,0,0,0,08/25/2020,3.52,3.32,3.35,41468000
1,0,0,0,0,08/24/2020,3.22,3.15,3.2,41034000
1,0,0,0,0,08/20/2020,3.2,3.11,3.15,40507000
1,0,0,0,0,08/19/2020,3.35,3.2,3.22,40247000
1,0,0,0,0,08/18/2020,3.36,3.27,3.32,39949801
1,0,0,0,0,08/17/2020,3.24,3.13,3.24,39831000
1,0,0,0,0,08/14/2020,3.13,3.05,3.1,39675500
1,0,0,0,0,08/13/2020,3.12,2.95,3.1,39592602
1,0,0,0,0,08/12/2020,3.2,3.01,3.05,39554000
1,0,0,0,0,08/11/2020,3.13,3,3.1,39078500
1,0,0,0,0,08/10/2020,2.97,2.78,2.97,38911000
1,0,0,0,0,08/07/2020,2.8,2.74,2.76,38797000
1,0,0,0,0,07/22/2020,3.02,2.88,2.88,35412602
1,0,0,0,0,07/21/2020,3.02,2.94,2.97,35163199
1,0,0,0,0,07/20/2020,3.03,2.9,3,35141602
1,0,0,0,0,07/17/2020,3.02,2.82,3.01,35073000
1,0,0,0,0,07/16/2020,2.93,2.76,2.92,34769000
1,0,0,0,0,07/15/2020,2.98,2.77,2.79,34370000
1,0,0,0,0,07/14/2020,3.1,2.9,2.9,34155000
1,0,0,0,0,07/13/2020,3.14,2.87,3.05,34058602
1,0,0,0,0,07/10/2020,3.08,2.95,3.01,33773199
1,0,0,0,0,07/09/2020,3.15,3.03,3.08,33493000
1,0,0,0,0,07/08/2020,3.3,3.05,3.1,33437801
1,0,0,0,0,07/07/2020,3.24,3,3.23,33158000
1,0,0,0,0,07/06/2020,3.04,2.76,3.04,32599100
1,0,0,0,0,07/03/2020,3.46,3,3.04,32469600
1,0,0,0,0,07/02/2020,3.55,3.22,3.44,32327000
1,0,0,0,0,07/01/2020,3.83,3.63,3.77,32172400
1,0,0,0,0,06/30/2020,3.77,3.61,3.7,32137000
1,0,0,0,0,06/29/2020,3.76,3.5,3.68,32029000
1,0,0,0,0,06/26/2020,3.71,3.48,3.65,31707301
1,0,0,0,0,06/25/2020,3.58,3.42,3.44,31628000
1,0,0,0,0,06/24/2020,3.83,3.58,3.6,31385000
1,0,0,0,0,06/08/2020,2.84,2.63,2.81,28764900
1,0,0,0,0,06/05/2020,2.61,2.45,2.6,28055301
1,0,0,0,0,06/04/2020,2.66,2.5,2.54,28043000
1,0,0,0,0,06/03/2020,2.62,2.45,2.61,27691500
1,0,0,0,0,06/02/2020,2.42,2.34,2.42,27579000
1,0,0,0,0,06/01/2020,2.34,2.27,2.32,27420000
1,0,0,0,0,05/29/2020,2.26,2.18,2.25,27165500
1,0,0,0,0,05/28/2020,2.25,2.19,2.2,27043699
1,0,0,0,0,05/27/2020,2.22,2.13,2.21,26830000
1,0,0,0,0,05/26/2020,2.25,2.12,2.17,26822000
1,0,0,0,0,05/22/2020,2.32,2.21,2.21,26657000
1,0,0,0,0,05/21/2020,2.27,2.15,2.27,26519000
1,0,0,0,0,05/20/2020,2.2,2.13,2.16,26460400
1,0,0,0,0,05/19/2020,2.25,2.17,2.19,26211000
1,0,0,0,0,05/18/2020,2.25,2.15,2.2,26170699
1,0,0,0,0,05/15/2020,2.15,2.1,2.14,26139301
1,0,0,0,0,05/14/2020,2.15,2.09,2.11,25734900
1,0,0,0,0,05/13/2020,2.17,2.1,2.14,25637199
1,0,0,0,0,05/12/2020,2.15,2.08,2.15,25396000
1,0,0,0,0,05/11/2020,2.1,2.03,2.09,25200100
1,0,0,0,0,05/08/2020,2.2,2.05,2.1,25130900
1,0,0,0,0,04/22/2020,2.32,2.17,2.29,24149199
1,0,0,0,0,04/21/2020,2.37,2.16,2.32,24128000
1,0,0,0,0,04/20/2020,2.35,2.13,2.33,24116801
1,0,0,0,0,04/17/2020,2.1,1.92,2.09,24091000
1,0,0,0,0,04/16/2020,1.93,1.83,1.9,24072600
1,0,0,0,0,04/15/2020,2.06,1.91,1.94,23866000
1,0,0,0,0,04/14/2020,2.01,1.87,1.97,23778699
1,0,0,0,0,04/13/2020,1.87,1.7,1.85,23611000
1,0,0,0,0,04/08/2020,1.7,1.63,1.7,23133000
1,0,0,0,0,04/07/2020,1.78,1.65,1.66,23038801
1,0,0,0,0,04/06/2020,1.68,1.6,1.68,22873000
1,0,0,0,0,04/03/2020,1.63,1.55,1.58,22855301
1,0,0,0,0,04/02/2020,1.62,1.5,1.58,22832000
1,0,0,0,0,04/01/2020,1.78,1.57,1.6,22584000
1,0,0,0,0,03/31/2020,1.7,1.56,1.7,22225199
1,0,0,0,0,03/30/2020,1.59,1.44,1.53,21882000
1,0,0,0,0,03/27/2020,1.67,1.33,1.53,21781600
1,0,0,0,0,03/26/2020,1.45,1.32,1.44,21685000
1,0,0,0,0,03/25/2020,1.32,1.21,1.29,21484000
1,0,0,0,0,03/24/2020,1.21,1.12,1.19,21378100
1,0,0,0,0,03/23/2020,1.14,1.05,1.11,21361900
1,0,0,0,0,03/04/2020,1.72,1.53,1.72,19043000
1,0,0,0,0,03/03/2020,1.63,1.52,1.52,18710000
1,0,0,0,0,03/02/2020,1.63,1.51,1.54,18686000
1,0,0,0,0,02/28/2020,1.71,1.6,1.63,18657000
1,0,0,0,0,02/27/2020,1.74,1.64,1.69,18645699
1,0,0,0,0,02/26/2020,1.72,1.51,1.7,18504000
1,0,0,0,0,02/24/2020,1.68,1.56,1.59,18474699
1,0,0,0,0,02/21/2020,1.8,1.65,1.68,18379000
1,0,0,0,0,02/20/2020,1.93,1.76,1.82,18248000
1,0,0,0,0,02/19/2020,1.91,1.82,1.86,18137000
1,0,0,0,0,02/18/2020,2.07,1.8,1.82,17904000
1,0,0,0,0,02/17/2020,2.06,1.87,2,17828000
1,0,0,0,0,02/14/2020,1.93,1.76,1.9,17819000
1,0,0,0,0,02/13/2020,2.07,1.79,1.84,17710000
1,0,0,0,0,02/12/2020,2.37,1.94,1.98,17461000
1,0,0,0,0,02/11/2020,2.3,2.07,2.23,17394000
1,0,0,0,0,02/10/2020,2.55,2.05,2.11,17263301
1,0,0,0,0,02/07/2020,2.74,2.24,2.43,17256801
1,0,0,0,0,02/06/2020,3.05,2.73,2.74,17213500
1,0,0,0,0,02/05/2020,3.17,2.79,3.02,17092699
1,0,0,0,0,02/04/2020,3.42,3.05,3.06,17057000
1,0,0,0,0,02/03/2020,3.35,3.17,3.3,17041000
1,0,0,0,0,01/17/2020,3.92,3.66,3.92,16128000
1,0,0,0,0,01/16/2020,4.2,3.8,3.8,16081000
1,0,0,0,0,01/15/2020,4.1,3.92,4.1,16071600
1,0,0,0,0,01/14/2020,4.03,3.75,4,16071000
1,0,0,0,0,01/10/2020,3.78,3.7,3.73,16032000
1,0,0,0,0,01/09/2020,3.71,3.6,3.68,15922000
1,0,0,0,0,01/08/2020,3.74,3.58,3.64,15204300
1,0,0,0,0,01/07/2020,3.7,3.49,3.7,15000300
1,0,0,0,0,01/06/2020,3.75,3.53,3.63,14871000
1,0,0,0,0,01/03/2020,4,3.76,3.78,14740000
1,0,0,0,0,01/02/2020,4.01,3.52,3.88,14712000
1,0,0,0,0,12/27/2019,3.46,3.31,3.44,14663000
1,0,0,0,0,12/26/2019,3.49,3.1,3.37,14629700
1,0,0,0,0,12/23/2019,3.1,2.87,3.1,14461000
1,0,0,0,0,12/20/2019,3,2.85,2.9,14422000
1,0,0,0,0,12/19/2019,3.05,2.92,2.96,14363800
1,0,0,0,0,12/18/2019,3.05,2.9,3.05,14315000
1,0,0,0,0,12/17/2019,3.29,2.86,3.05,14055400
1,0,0,0,0,12/16/2019,3.4,3.29,3.29,13996000
1,0,0,0,0,12/13/2019,3.47,3.27,3.35,13979000
1,0,0,0,0,12/12/2019,3.4,3.19,3.4,13911200
1,0,0,0,0,12/11/2019,3.66,3.21,3.35,13771000
1,0,0,0,0,11/26/2019,4.24,4.16,4.18,12931000
1,0,0,0,0,11/25/2019,4.3,4.18,4.2,12821000
1,0,0,0,0,11/22/2019,4.35,4.16,4.19,12706000
1,0,0,0,0,11/21/2019,4.58,4.28,4.31,12595000
1,0,0,0,0,11/20/2019,4.67,4.47,4.5,12578000
1,0,0,0,0,11/19/2019,4.7,4.6,4.6,12573000
1,0,0,0,0,11/18/2019,4.7,4.62,4.69,12567400
1,0,0,0,0,11/15/2019,4.72,4.61,4.67,12480000
1,0,0,0,0,11/14/2019,4.73,4.68,4.7,12390600
1,0,0,0,0,11/13/2019,4.73,4.68,4.68,12274000
1,0,0,0,0,11/12/2019,4.79,4.7,4.71,12255000
1,0,0,0,0,11/11/2019,4.81,4.77,4.78,12248600
1,0,0,0,0,11/08/2019,4.8,4.73,4.77,12139900
1,0,0,0,0,11/07/2019,4.78,4.73,4.75,11917000
1,0,0,0,0,11/06/2019,4.83,4.74,4.77,11912000
1,0,0,0,0,11/05/2019,4.8,4.7,4.79,11894600
1,0,0,0,0,11/04/2019,4.8,4.73,4.77,11838700
1,0,0,0,0,10/31/2019,4.8,4.6,4.73,11834100
1,0,0,0,0,10/30/2019,4.8,4.73,4.78,11815200
1,0,0,0,0,10/29/2019,4.83,4.72,4.75,11808500
1,0,0,0,0,10/28/2019,5.04,4.81,4.85,11751000
1,0,0,0,0,10/25/2019,5.06,4.96,4.99,11711100
1,0,0,0,0,10/10/2019,4.98,4.87,4.96,10329000
1,0,0,0,0,10/09/2019,5.02,4.91,4.95,10221000
1,0,0,0,0,10/08/2019,5.03,4.95,5,10206000
1,0,0,0,0,10/07/2019,5.03,4.87,4.97,10192000
1,0,0,0,0,10/04/2019,5.1,4.94,5,10187900
1,0,0,0,0,10/03/2019,5,4.95,5,10147400
1,0,0,0,0,10/02/2019,5.12,4.91,5,10071000
1,0,0,0,0,10/01/2019,5.08,4.94,4.97,9957000
1,0,0,0,0,09/30/2019,5.09,4.9,5.03,9839000
1,0,0,0,0,09/27/2019,5.13,4.96,4.97,9807000
1,0,0,0,0,09/26/2019,5.14,4.95,5.08,9782000
1,0,0,0,0,09/25/2019,5.26,4.94,5.05,9754000
1,0,0,0,0,09/24/2019,5.34,5.09,5.17,9686000
1,0,0,0,0,09/23/2019,5.39,5.28,5.32,9616400
1,0,0,0,0,09/20/2019,5.47,5.26,5.41,9544000
1,0,0,0,0,09/19/2019,5.38,5.31,5.31,9534000
1,0,0,0,0,09/18/2019,5.4,5.27,5.35,9494400
1,0,0,0,0,09/17/2019,5.39,5.21,5.28,9287000
1,0,0,0,0,09/16/2019,5.52,5.3,5.32,9247500
1,0,0,0,0,09/13/2019,5.6,5.4,5.5,9221000
1,0,0,0,0,09/12/2019,5.56,5.44,5.56,9170700
1,0,0,0,0,08/28/2019,5.02,4.65,4.96,8174700
1,0,0,0,0,08/27/2019,5.07,4.75,4.9,8167300
1,0,0,0,0,08/23/2019,5.25,4.52,5.04,8108000
1,0,0,0,0,08/22/2019,5.05,4.75,4.75,8068000
1,0,0,0,0,08/20/2019,5.1,5.04,5.05,8067000
1,0,0,0,0,08/19/2019,5.16,5.04,5.09,8061200
1,0,0,0,0,08/16/2019,5.13,5.04,5.13,8059100
1,0,0,0,0,08/15/2019,5.21,5.04,5.05,8056700
1,0,0,0,0,08/14/2019,5.29,5.18,5.25,8040800
1,0,0,0,0,08/13/2019,5.43,5.15,5.2,8040700
1,0,0,0,0,08/09/2019,5.43,5.1,5.35,7920200
1,0,0,0,0,08/08/2019,5.25,5.13,5.22,7846000
1,0,0,0,0,08/07/2019,5.19,5.02,5.12,7731000
1,0,0,0,0,08/06/2019,5.25,5.02,5.08,7684100
1,0,0,0,0,08/05/2019,5.34,5.21,5.25,7679000
1,0,0,0,0,08/02/2019,5.32,5.26,5.31,7608700
1,0,0,0,0,08/01/2019,5.34,5.16,5.26,7599000
1,0,0,0,0,07/31/2019,5.38,5.2,5.21,7521700
1,0,0,0,0,07/30/2019,5.43,5.32,5.38,7484700
1,0,0,0,0,07/29/2019,5.5,5.3,5.39,7338000
1,0,0,0,0,07/26/2019,5.54,5.1,5.45,7268000
1,0,0,0,0,07/11/2019,5.95,5.5,5.95,6596800
1,0,0,0,0,07/10/2019,5.95,5.59,5.63,6572200
1,0,0,0,0,07/09/2019,6.95,5.98,6.07,6493000
1,0,0,0,0,07/08/2019,7.09,6.84,6.84,6486600
1,0,0,0,0,07/05/2019,6.88,6.73,6.79,6426800
1,0,0,0,0,07/04/2019,6.85,6.68,6.73,6353000
1,0,0,0,0,07/03/2019,6.81,6.7,6.78,6351000
1,0,0,0,0,07/02/2019,6.92,6.8,6.81,6299000
1,0,0,0,0,07/01/2019,6.98,6.8,6.83,6276400
1,0,0,0,0,06/28/2019,6.92,6.72,6.92,6271000
1,0,0,0,0,06/27/2019,6.91,6.7,6.75,6120000
1,0,0,0,0,06/26/2019,7.08,6.89,6.89,6099000
1,0,0,0,0,06/25/2019,7.18,6.86,6.93,5983000
1,0,0,0,0,06/24/2019,7.13,6.98,7.08,5966300
1,0,0,0,0,06/21/2019,7,6.86,6.99,5944800
1,0,0,0,0,06/20/2019,7.13,6.81,6.86,5924900
1,0,0,0,0,06/19/2019,7,6.7,7,5845000
1,0,0,0,0,06/18/2019,6.82,6.62,6.68,5774000
1,0,0,0,0,06/17/2019,6.7,6.51,6.57,5744400
1,0,0,0,0,06/14/2019,6.83,6.21,6.51,5729900
1,0,0,0,0,06/13/2019,6.95,6.35,6.39,5694100
1,0,0,0,0,06/11/2019,6.66,6.33,6.63,5560000
1,0,0,0,0,05/24/2019,6.5,6.16,6.21,5076800
1,0,0,0,0,05/23/2019,6.6,5.9,6.42,5041800
1,0,0,0,0,05/22/2019,5.93,5.82,5.84,5031300
1,0,0,0,0,05/21/2019,6.15,5.87,5.88,5031000
1,0,0,0,0,05/20/2019,6.12,5.75,5.81,5016000
1,0,0,0,0,05/17/2019,6.09,5.98,6.09,5000000
1,0,0,0,0,05/16/2019,6.18,6,6,4998000
1,0,0,0,0,05/15/2019,6.12,5.95,6.05,4940100
1,0,0,0,0,05/14/2019,6.2,5.85,6,4916900
1,0,0,0,0,05/10/2019,5.84,5.66,5.82,4880600
1,0,0,0,0,05/09/2019,5.74,5.5,5.66,4765700
1,0,0,0,0,05/08/2019,5.59,5.48,5.56,4668000
1,0,0,0,0,05/07/2019,5.6,5.47,5.55,4667200
1,0,0,0,0,05/06/2019,5.6,5.42,5.49,4624000
1,0,0,0,0,05/03/2019,5.68,5.48,5.58,4580600
1,0,0,0,0,05/02/2019,5.65,5.23,5.65,4547700
1,0,0,0,0,04/30/2019,5.85,5.34,5.34,4507000
1,0,0,0,0,04/29/2019,6.34,5.62,5.77,4462000
1,0,0,0,0,04/26/2019,5.16,5,5.06,4377000
1,0,0,0,0,04/25/2019,5.11,4.8,5.11,4352000
1,0,0,0,0,04/24/2019,4.96,4.82,4.9,4333000
1,0,0,0,0,04/04/2019,5.26,4.91,4.91,4136000
1,0,0,0,0,04/03/2019,5.04,4.36,5.01,4133000
1,0,0,0,0,04/02/2019,4.79,4.43,4.52,4102600
1,0,0,0,0,04/01/2019,5.25,4.8,4.81,4081000
1,0,0,0,0,03/29/2019,5.35,5.26,5.26,4029400
1,0,0,0,0,03/28/2019,5.35,5.25,5.29,3995000
1,0,0,0,0,03/27/2019,5.43,5.25,5.26,3981000
1,0,0,0,0,03/26/2019,5.45,5.37,5.38,3969500
1,0,0,0,0,03/25/2019,5.62,5.39,5.4,3966400
1,0,0,0,0,03/22/2019,5.62,5.46,5.51,3944000
1,0,0,0,0,03/21/2019,5.5,5.41,5.45,3928000
1,0,0,0,0,03/20/2019,5.55,5.31,5.41,3894400
1,0,0,0,0,03/19/2019,5.45,5.31,5.36,3883000
1,0,0,0,0,03/18/2019,5.64,5.36,5.41,3874000
1,0,0,0,0,03/15/2019,5.76,5.57,5.64,3871000
1,0,0,0,0,03/14/2019,5.76,5.42,5.67,3866000
1,0,0,0,0,03/13/2019,5.47,5.27,5.41,3851100
1,0,0,0,0,03/12/2019,5.44,5.23,5.28,3810000
1,0,0,0,0,03/11/2019,5.6,5.38,5.44,3806700
1,0,0,0,0,03/08/2019,5.68,5.57,5.62,3771000
1,0,0,0,0,03/07/2019,5.76,5.61,5.68,3657000
1,0,0,0,0,02/19/2019,6.15,5.9,5.97,3422000
1,0,0,0,0,02/18/2019,6.2,5.89,5.9,3418000
1,0,0,0,0,02/15/2019,6.38,6.17,6.2,3390100
1,0,0,0,0,02/14/2019,6.43,6.2,6.3,3388000
1,0,0,0,0,02/13/2019,6.33,6.03,6.33,3385000
1,0,0,0,0,02/12/2019,6.4,6.1,6.12,3379000
1,0,0,0,0,02/11/2019,6.62,6.35,6.38,3376800
1,0,0,0,0,02/08/2019,6.7,6.34,6.5,3375000
1,0,0,0,0,02/07/2019,7.4,6.52,6.55,3372000
1,0,0,0,0,02/06/2019,6.92,6.51,6.74,3362500
1,0,0,0,0,02/04/2019,6.47,6.15,6.23,3348000
1,0,0,0,0,02/01/2019,6.96,6.42,6.47,3347700
1,0,0,0,0,01/31/2019,7.35,6.32,6.75,3342000
1,0,0,0,0,01/30/2019,6.48,5.51,6.29,3311900
1,0,0,0,0,01/29/2019,5.85,5.59,5.74,3293200
1,0,0,0,0,01/28/2019,6.09,5.82,5.86,3287300
1,0,0,0,0,01/25/2019,6.15,5.65,5.98,3286000
1,0,0,0,0,01/24/2019,6.2,5.52,6.2,3261000
1,0,0,0,0,01/23/2019,6.15,6.01,6.03,3245000
1,0,0,0,0,01/22/2019,6.15,5.93,6.11,3235000
1,0,0,0,0,01/21/2019,6.3,6,6.03,3233000
1,0,0,0,0,01/04/2019,6.35,6.1,6.32,2927800
1,0,0,0,0,01/03/2019,6.1,5.86,6.05,2921000
1,0,0,0,0,01/02/2019,6.03,5.84,5.93,2906000
1,0,0,0,0,12/28/2018,6.15,6.01,6.03,2903800
1,0,0,0,0,12/27/2018,6.28,6.02,6.15,2878900
1,0,0,0,0,12/26/2018,6.24,5.95,6.18,2865000
1,0,0,0,0,12/21/2018,6.13,5.8,6.02,2859300
1,0,0,0,0,12/20/2018,6.01,5.77,5.88,2837300
1,0,0,0,0,12/19/2018,6.01,5.62,5.94,2831000
1,0,0,0,0,12/18/2018,5.74,5.55,5.63,2824800
1,0,0,0,0,12/17/2018,5.83,5.72,5.72,2809000
1,0,0,0,0,12/14/2018,5.92,5.71,5.8,2800300
1,0,0,0,0,12/13/2018,5.95,5.62,5.8,2774000
1,0,0,0,0,12/12/2018,6.42,5.7,5.72,2709000
1,0,0,0,0,12/11/2018,6.26,5.8,6.22,2662000
1,0,0,0,0,12/10/2018,5.8,5.32,5.74,2656400
1,0,0,0,0,12/07/2018,5.85,5.4,5.56,2648000
1,0,0,0,0,12/06/2018,6.05,5.81,5.95,2627000
1,0,0,0,0,12/05/2018,6.41,5.92,5.98,2581000
1,0,0,0,0,12/04/2018,6.25,5.85,6.14,2577700
1,0,0,0,0,12/03/2018,6.78,6.02,6.19,2568000
1,0,0,0,0,11/29/2018,6.52,5.27,6.41,2486400
1,0,0,0,0,11/14/2018,8.62,7.66,8.3,2229900
1,0,0,0,0,11/13/2018,8.26,7.58,8.1,2228000
1,0,0,0,0,11/12/2018,7.52,6.8,7.5,2200000
1,0,0,0,0,11/09/2018,6.86,5.81,6.8,2193400
1,0,0,0,0,11/08/2018,7.88,5.8,6.3,2190000
1,0,0,0,0,11/07/2018,5.9,3.71,5.55,2174000
1,0,0,0,0,11/06/2018,4.35,3.28,4.11,2145800
1,0,0,0,0,11/05/2018,3.36,3.15,3.27,2086000
1,0,0,0,0,10/31/2018,3.3,3.16,3.2,2061000
1,0,0,0,0,10/30/2018,3.37,3.21,3.25,2053600
1,0,0,0,0,10/29/2018,3.42,3.24,3.29,2043300
1,0,0,0,0,10/26/2018,3.87,3.3,3.45,2007400
1,0,0,0,0,10/18/2018,3.27,3.08,3.21,1997200
1,0,0,0,0,10/17/2018,3.17,2.9,3.13,1979500
1,0,0,0,0,10/16/2018,2.94,2.81,2.89,1977800
1,0,0,0,0,10/15/2018,3.04,2.86,2.89,1935400
1,0,0,0,0,10/12/2018,3.02,2.65,2.92,1925000
1,0,0,0,0,10/11/2018,2.73,2.6,2.73,1922000
1,0,0,0,0,10/10/2018,2.74,2.65,2.7,1922000
1,0,0,0,0,10/09/2018,2.69,2.44,2.63,1914000
1,0,0,0,0,10/08/2018,2.55,2.41,2.42,1895000
1,0,0,0,0,10/05/2018,2.49,2.37,2.46,1894000
1,0,0,0,0,10/04/2018,2.43,2.35,2.37,1864000
1,0,0,0,0,09/19/2018,2.92,2.72,2.84,1723000
1,0,0,0,0,09/18/2018,2.94,2.82,2.85,1720000
1,0,0,0,0,09/17/2018,2.91,2.83,2.86,1703100
